gene,fragment ID,fragment start (aa),fragment end (aa),fragment center (aa),fragment length (aa),E = inhibitory effect (enrichment),sem(E),hydrophobicity_KyteDoolittle_classifier,instabIndex_Guruprasad_classifier,charge_Lehninger_classifier,frag_contains_alphaHelix,frag_contains_betaStrand,frag_contains_Turn,frag_centroid_fractional_position_classifier
EGFP-coding-pEGFP,EGFP-coding-pEGFP_37_186_+,13,62,37.5,50,-0.667128396,0.297127136,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_40_69_+,14,23,18.5,10,0.799826004,0.050664911,hydrophobic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_40_99_+,14,33,23.5,20,-0.033371096,0.104855431,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_40_114_+,14,38,26,25,-0.789674877,0.124142059,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_40_114_+,14,38,26,25,-0.648230434,0.028647034,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_40_129_+,14,43,28.5,30,-0.621796179,0.268122023,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_40_189_+,14,63,38.5,50,-0.712808207,0.322147477,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_43_72_+,15,24,19.5,10,0.819973795,0.044111204,hydrophobic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_43_102_+,15,34,24.5,20,0.190690874,0.045286799,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_43_117_+,15,39,27,25,0.206631618,0.074987731,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_43_117_+,15,39,27,25,0.300447988,0.088318483,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_43_132_+,15,44,29.5,30,-0.395098682,0.148276225,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_43_192_+,15,64,39.5,50,-0.008951383,0.015676766,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_75_+,16,25,20.5,10,0.740731305,0.043786047,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_105_+,16,35,25.5,20,0.405636985,0.095910353,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_120_+,16,40,28,25,0.464870057,0.045278097,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_120_+,16,40,28,25,0.502014268,0.127103667,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_135_+,16,45,30.5,30,0.403339472,0.172795162,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_177_+,16,59,37.5,44,0.783901518,0.225817768,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_46_195_+,16,65,40.5,50,-0.015223556,0.185345653,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_49_78_+,17,26,21.5,10,0.742094717,0.089491977,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_49_108_+,17,36,26.5,20,0.198545555,0.096791042,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_49_123_+,17,41,29,25,0.196483866,0.007879472,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_49_123_+,17,41,29,25,0.104755081,0.131446226,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_49_138_+,17,46,31.5,30,0.059819274,0.070965841,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_49_198_+,17,66,41.5,50,-1.350791447,0.666187187,hydrophilic,stable,negative,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_52_81_+,18,27,22.5,10,0.394536374,0.052921845,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_52_111_+,18,37,27.5,20,-0.219025529,0.18206985,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_52_126_+,18,42,30,25,0.145394096,0.003779761,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_52_126_+,18,42,30,25,0.06695258,0.043589981,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_52_141_+,18,47,32.5,30,-0.391275253,0.13564638,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_52_201_+,18,67,42.5,50,-0.878637971,0.355425069,hydrophilic,stable,negative,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_84_+,19,28,23.5,10,0.176325923,0.015643173,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_114_+,19,38,28.5,20,-0.212437735,0.091180159,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_129_+,19,43,31,25,0.175441691,0.079660777,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_129_+,19,43,31,25,0.273275972,0.014292884,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_132_+,19,44,31.5,26,-0.235771647,0.421399257,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_144_+,19,48,33.5,30,0.186905758,0.161209827,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_147_+,19,49,34,31,-0.737829028,0.507802129,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_55_204_+,19,68,43.5,50,-0.768797413,0.282589178,hydrophilic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_87_+,20,29,24.5,10,-0.269568644,0.02819257,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_117_+,20,39,29.5,20,0.182872093,0.01881387,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_126_+,20,42,31,23,0.327719625,0.143899792,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_132_+,20,44,32,25,0.334033793,0.130578791,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_132_+,20,44,32,25,0.114334575,0.100255819,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_147_+,20,49,34.5,30,-0.678493016,0.302664315,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_58_207_+,20,69,44.5,50,-1.468270805,0.011125778,hydrophilic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_61_90_+,21,30,25.5,10,-0.108972914,0.084981597,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_61_120_+,21,40,30.5,20,-0.053174123,0.179932012,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_61_135_+,21,45,33,25,-0.001954094,0.017589459,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_61_135_+,21,45,33,25,-0.093181465,0.088621435,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_61_150_+,21,50,35.5,30,-0.985059622,0.184229425,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_61_210_+,21,70,45.5,50,-1.478868566,0.031024097,hydrophilic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_93_+,22,31,26.5,10,-0.059705272,0.031480936,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_123_+,22,41,31.5,20,0.19338748,0.078824313,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_138_+,22,46,34,25,0.068175278,0.032853676,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_138_+,22,46,34,25,0.183540992,0.197413353,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_147_+,22,49,35.5,28,-0.878288375,0.588308215,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_153_+,22,51,36.5,30,-0.896858939,0.162857231,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_64_213_+,22,71,46.5,50,-1.796046601,0.244565518,hydrophilic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_96_+,23,32,27.5,10,0.183563382,0.042198878,hydrophilic,stable,positive,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_126_+,23,42,32.5,20,0.013828445,0.03795354,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_135_+,23,45,34,23,0.010976635,0.277513016,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_141_+,23,47,35,25,-0.339428321,0.022837015,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_141_+,23,47,35,25,-0.157407363,0.158204244,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_153_+,23,51,37,29,-0.576139204,0.390804673,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_156_+,23,52,37.5,30,-1.722823646,0.321770539,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_67_216_+,23,72,47.5,50,-3.84636346,0.05957627,hydrophobic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_99_+,24,33,28.5,10,0.036232471,0.04886983,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_129_+,24,43,33.5,20,0.120809208,0.043206919,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_144_+,24,48,36,25,0.259504169,0.158979275,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_144_+,24,48,36,25,0.398104733,0.006205977,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_156_+,24,52,38,29,-3.873252079,1.482502652,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_159_+,24,53,38.5,30,-2.038941698,0.345351692,hydrophilic,stable,positive,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_70_219_+,24,73,48.5,50,-3.808345374,0.433734216,hydrophobic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_102_+,25,34,29.5,10,-0.111321954,0.023030653,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_132_+,25,44,34.5,20,0.094693361,0.066545234,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_147_+,25,49,37,25,-0.060894328,0.030667547,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_147_+,25,49,37,25,0.14547701,0.047279838,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_162_+,25,54,39.5,30,-1.693116958,0.147854271,hydrophilic,stable,positive,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_174_+,25,58,41.5,34,-2.309832017,1.07296379,hydrophilic,stable,positive,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_73_222_+,25,74,49.5,50,-2.28310734,0.253873357,hydrophilic,stable,positive,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_76_105_+,26,35,30.5,10,0.046698957,0.039029236,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_76_135_+,26,45,35.5,20,0.0935936,0.050850352,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_76_150_+,26,50,38,25,-0.501591696,0.072890765,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_76_150_+,26,50,38,25,-0.630938033,0.112065188,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_76_165_+,26,55,40.5,30,-2.387241046,0.51218827,hydrophilic,stable,positive,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_76_225_+,26,75,50.5,50,-3.19663164,0.022173097,hydrophilic,stable,positive,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_108_+,27,36,31.5,10,0.019844096,0.028948918,hydrophilic,stable,neutral,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_138_+,27,46,36.5,20,0.140442177,0.067651364,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_147_+,27,49,38,23,-0.290645598,0.324007508,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_153_+,27,51,39,25,0.085875302,0.031330632,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_153_+,27,51,39,25,0.010772795,0.188398533,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_168_+,27,56,41.5,30,-1.81107889,0.503647801,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_79_228_+,27,76,51.5,50,-2.703363297,0.07620297,hydrophilic,stable,positive,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_111_+,28,37,32.5,10,1.024439553,0.013570162,hydrophilic,stable,negative,0,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_120_+,28,40,34,13,1.410970997,0.207782129,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_141_+,28,47,37.5,20,0.883124388,0.092425806,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_147_+,28,49,38.5,22,0.904104862,0.335467209,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_156_+,28,52,40,25,0.511423269,0.015947491,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_156_+,28,52,40,25,0.400504505,0.143806354,hydrophobic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_171_+,28,57,42.5,30,1.073384366,0.131574587,hydrophobic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_177_+,28,59,43.5,32,0.228482808,0.501552292,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_82_231_+,28,77,52.5,50,-1.208304948,0.365047053,hydrophobic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_114_+,29,38,33.5,10,-0.047550685,0.01887089,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_144_+,29,48,38.5,20,0.749828212,0.096271965,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_156_+,29,52,40.5,24,0.572784698,0.087538692,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_159_+,29,53,41,25,0.537511735,0.001032072,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_159_+,29,53,41,25,0.671877174,0.105883389,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_174_+,29,58,43.5,30,0.676857438,0.058829762,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_177_+,29,59,44,31,1.327448434,0.106949933,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_201_+,29,67,48,39,-0.034826627,0.274790239,hydrophobic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_85_234_+,29,78,53.5,50,-0.2680966,0.164635689,hydrophilic,stable,neutral,1,1,1,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_88_117_+,30,39,34.5,10,0.447871806,0.00231944,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_88_147_+,30,49,39.5,20,0.166494806,0.100750622,hydrophilic,stable,negative,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_88_162_+,30,54,42,25,0.171152726,0.029824468,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_88_162_+,30,54,42,25,0.208025764,0.187879258,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_88_177_+,30,59,44.5,30,0.645364905,0.154903417,hydrophilic,stable,neutral,1,1,0,N-terminal
EGFP-coding-pEGFP,EGFP-coding-pEGFP_88_204_+,30,68,49,39,-2.049874345,1.536222814,hydrophobic,stable,neutral,1,1,1,N-terminal
